call_id,category,clearing_price_usd,settlement_chain,confirmation_latency_ms,seller_address
call_0068,data,0.2539,Base,439,0xc2356069e9d1e79ca924378153cfbbfb4d4416b1
call_0069,data,0.2572,Base,532,0x5f9c4ab08cac7457e9111a30e4664920607ea2c1
call_0070,data,0.2487,Base,351,0x9400f1b21cb527d7fa3d3eabba93557a18ebe7a2
call_0071,infrastructure,0.2769,Base,417,0xc2356069e9d1e79ca924378153cfbbfb4d4416b1
call_0072,social,0.254,Solana,576,0x670671cd97404156226e507973f2ab8330d3022c
call_0073,media,0.2456,Base,1927,0x624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4
call_0074,social,0.2423,Base,603,0x9f14025af0065b30e47e23ebb3b491d39ae8ed17
call_0075,search,0.2605,Base,460,0x98010bd9270f9b100b6214a21754fd33bdc8d41b
call_0076,search,0.2823,Solana,670,0x98010bd9270f9b100b6214a21754fd33bdc8d41b
call_0077,infrastructure,0.261,Base,285,0x670671cd97404156226e507973f2ab8330d3022c
call_0078,reasoning,0.2789,Base,913,0xeb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f
call_0079,data,0.2516,Solana,446,0x6b51d431df5d7f141cbececcf79edf3dd861c3b4
call_0080,infrastructure,0.2771,Base,268,0x624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4
call_0081,media,0.2996,Solana,1490,0x7a61b53701befdae0eeeffaecc73f14e20b537bb
call_0082,social,0.2475,Base,531,0x4523540f1504cd17100c4835e85b7eefd4991158
call_0083,reasoning,0.2462,Solana,886,0x59e19706d51d39f66711c2653cd7eb1291c94d9b
call_0084,data,0.2826,Solana,371,0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297
call_0085,search,0.2636,Solana,611,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0086,infrastructure,0.2761,Solana,444,0x76a50887d8f1c2e9301755428990ad81479ee21c
call_0087,reasoning,0.2901,Base,785,0xef2d127de37b942baad06145e54b0c619a1f2232
call_0088,social,0.1999,Base,381,0x535fa30d7e25dd8a49f1536779734ec8286108d1
call_0089,reasoning,0.2631,Base,873,0xf5ca38f748a1d6eaf726b8a42fb575c3c71f1864
call_0090,social,0.2249,Base,546,0x1a6562590ef19d1045d06c4055742d38288e9e6d
call_0091,trading,0.2548,Base,295,0x9f14025af0065b30e47e23ebb3b491d39ae8ed17
call_0092,reasoning,0.2324,Solana,818,0x811786ad1ae74adfdd20dd0372abaaebc6246e34
call_0093,reasoning,0.2402,Base,902,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0094,reasoning,0.2002,Base,684,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0095,social,0.2183,Solana,569,0x7902699be42c8a8e46fbbb4501726517e86b22c5
call_0096,media,0.3165,Base,1630,0x0b918943df0962bc7a1824c0555a389347b4febd
call_0097,data,0.2798,Solana,425,0x535fa30d7e25dd8a49f1536779734ec8286108d1
call_0098,search,0.2151,Solana,575,0x2c624232cdd221771294dfbb310aca000a0df6ac
call_0099,trading,0.2275,Solana,305,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0100,social,0.1814,Base,584,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
call_0101,reasoning,0.2233,Solana,761,0x3fdba35f04dc8c462986c992bcf8755462571130
call_0102,media,0.2827,Base,2019,0xe29c9c180c6279b0b02abd6a1801c7c04082cf48
call_0103,media,0.3074,Solana,1557,0x2c624232cdd221771294dfbb310aca000a0df6ac
call_0104,data,0.2577,Base,546,0x2c624232cdd221771294dfbb310aca000a0df6ac
call_0105,reasoning,0.254,Base,969,0xd59eced1ded07f84c145592f65bdf854358e009c
call_0106,media,0.281,Base,1416,0xeb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f
call_0107,media,0.2309,Base,1521,0xc2356069e9d1e79ca924378153cfbbfb4d4416b1
call_0108,reasoning,0.2259,Solana,881,0xc2356069e9d1e79ca924378153cfbbfb4d4416b1
call_0109,media,0.2765,Solana,1823,0x4ec9599fc203d176a301536c2e091a19bc852759
call_0110,data,0.2501,Solana,588,0x59e19706d51d39f66711c2653cd7eb1291c94d9b
call_0111,search,0.2426,Solana,665,0x7a61b53701befdae0eeeffaecc73f14e20b537bb
call_0112,search,0.252,Solana,529,0x670671cd97404156226e507973f2ab8330d3022c
call_0113,reasoning,0.2666,Base,970,0x4b227777d4dd1fc61c6f884f48641d02b4d121d3
call_0114,data,0.2432,Solana,480,0xe629fa6598d732768f7c726b4b621285f9c3b853
call_0115,reasoning,0.2002,Base,660,0x76a50887d8f1c2e9301755428990ad81479ee21c
call_0116,media,0.2174,Solana,819,0x2c624232cdd221771294dfbb310aca000a0df6ac
call_0117,trading,0.2965,Solana,267,0x2c624232cdd221771294dfbb310aca000a0df6ac
call_0118,data,0.2522,Base,414,0x76a50887d8f1c2e9301755428990ad81479ee21c
call_0119,data,0.2647,Solana,375,0x31489056e0916d59fe3add79e63f095af3ffb816
call_0120,data,0.2305,Base,506,0x1a6562590ef19d1045d06c4055742d38288e9e6d
call_0121,data,0.2403,Solana,514,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
call_0122,data,0.242,Solana,358,0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297
call_0123,reasoning,0.2109,Solana,916,0x1a6562590ef19d1045d06c4055742d38288e9e6d
call_0124,data,0.2327,Solana,310,0x624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4
call_0125,media,0.2637,Solana,1579,0xeb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f
call_0126,data,0.2656,Solana,463,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
call_0127,data,0.2565,Solana,552,0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297
call_0128,media,0.2339,Solana,1301,0x25fc0e7096fc653718202dc30b0c580b8ab87eac
call_0129,data,0.2304,Solana,415,0xe29c9c180c6279b0b02abd6a1801c7c04082cf48
call_0130,reasoning,0.2725,Base,928,0xe29c9c180c6279b0b02abd6a1801c7c04082cf48
call_0131,infrastructure,0.2759,Solana,348,0x35135aaa6cc23891b40cb3f378c53a17a1127210
call_0132,reasoning,0.2275,Solana,862,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0133,media,0.3137,Solana,1579,0x5f9c4ab08cac7457e9111a30e4664920607ea2c1
call_0134,trading,0.2688,Base,247,0x7a61b53701befdae0eeeffaecc73f14e20b537bb
call_0135,search,0.2071,Solana,530,0x6f4b6612125fb3a0daecd2799dfd6c9c299424fd
call_0136,trading,0.2895,Solana,362,0x0e17daca5f3e175f448bacace3bc0da47d0655a7
call_0137,data,0.2137,Solana,336,0x0e17daca5f3e175f448bacace3bc0da47d0655a7
call_0138,trading,0.2892,Base,219,0xb7a56873cd771f2c446d369b649430b65a756ba2
call_0139,search,0.2757,Solana,550,0x8527a891e224136950ff32ca212b45bc93f69fbb
call_0140,social,0.2543,Base,375,0x31489056e0916d59fe3add79e63f095af3ffb816
call_0141,reasoning,0.2559,Solana,669,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0142,search,0.26,Base,632,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0143,media,0.2546,Solana,1658,0x8527a891e224136950ff32ca212b45bc93f69fbb
call_0144,reasoning,0.2367,Solana,790,0x86e50149658661312a9e0b35558d84f6c6d3da79
call_0145,reasoning,0.1897,Solana,1033,0x25fc0e7096fc653718202dc30b0c580b8ab87eac
call_0146,media,0.2591,Solana,1569,0xe629fa6598d732768f7c726b4b621285f9c3b853
call_0147,reasoning,0.2645,Solana,902,0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297
call_0148,trading,0.2865,Base,276,0x3d914f9348c9cc0ff8a79716700b9fcd4d2f3e71
call_0149,media,0.2094,Solana,1696,0x4fc82b26aecb47d2868c4efbe3581732a3e7cbcc
call_0150,reasoning,0.2917,Base,707,0xb7a56873cd771f2c446d369b649430b65a756ba2
call_0151,reasoning,0.2283,Base,861,0x535fa30d7e25dd8a49f1536779734ec8286108d1
call_0152,infrastructure,0.2595,Base,299,0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297
call_0153,social,0.1854,Solana,380,0xb17ef6d19c7a5b1ee83b907c595526dcb1eb06db
call_0154,search,0.262,Base,635,0x670671cd97404156226e507973f2ab8330d3022c
call_0155,reasoning,0.2709,Solana,881,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0156,media,0.2836,Base,1603,0xe629fa6598d732768f7c726b4b621285f9c3b853
call_0157,data,0.2775,Solana,386,0x86e50149658661312a9e0b35558d84f6c6d3da79
call_0158,search,0.2266,Base,685,0x25fc0e7096fc653718202dc30b0c580b8ab87eac
call_0159,media,0.2551,Base,1737,0x7902699be42c8a8e46fbbb4501726517e86b22c5
call_0160,infrastructure,0.236,Base,304,0xd4735e3a265e16eee03f59718b9b5d03019c07d8
call_0161,reasoning,0.2271,Base,815,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
call_0162,reasoning,0.2486,Solana,965,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
call_0163,reasoning,0.264,Base,813,0x2c624232cdd221771294dfbb310aca000a0df6ac
call_0164,reasoning,0.2241,Solana,838,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0165,data,0.2156,Solana,464,0xc2356069e9d1e79ca924378153cfbbfb4d4416b1
call_0166,reasoning,0.2782,Base,566,0x44cb730c420480a0477b505ae68af508fb90f96c
call_0167,media,0.3211,Solana,1729,0xb7a56873cd771f2c446d369b649430b65a756ba2
call_0168,data,0.2599,Base,423,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
call_0169,reasoning,0.257,Base,858,0x3d914f9348c9cc0ff8a79716700b9fcd4d2f3e71
call_0170,reasoning,0.1938,Solana,960,0xd4735e3a265e16eee03f59718b9b5d03019c07d8
call_0171,media,0.2049,Solana,1677,0x670671cd97404156226e507973f2ab8330d3022c
call_0172,reasoning,0.2407,Base,732,0xeb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f
call_0173,infrastructure,0.2306,Solana,432,0x4b227777d4dd1fc61c6f884f48641d02b4d121d3
call_0174,search,0.2639,Solana,670,0x9400f1b21cb527d7fa3d3eabba93557a18ebe7a2
call_0175,reasoning,0.2659,Base,928,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0176,data,0.2518,Solana,383,0xd4735e3a265e16eee03f59718b9b5d03019c07d8
call_0177,search,0.2884,Solana,739,0x2c624232cdd221771294dfbb310aca000a0df6ac
call_0178,reasoning,0.2551,Base,708,0x624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4
call_0179,data,0.2213,Base,416,0x59e19706d51d39f66711c2653cd7eb1291c94d9b
call_0180,media,0.2704,Solana,1719,0x1a6562590ef19d1045d06c4055742d38288e9e6d
call_0181,data,0.2262,Base,410,0x535fa30d7e25dd8a49f1536779734ec8286108d1
call_0182,reasoning,0.2598,Base,625,0x624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4
call_0183,media,0.3071,Base,1937,0xeb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f
call_0184,data,0.2576,Solana,444,0xeb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f
call_0185,media,0.2654,Base,1301,0x31489056e0916d59fe3add79e63f095af3ffb816
call_0186,reasoning,0.2356,Base,870,0x5f9c4ab08cac7457e9111a30e4664920607ea2c1
call_0187,reasoning,0.2578,Solana,791,0xc2356069e9d1e79ca924378153cfbbfb4d4416b1
call_0188,trading,0.2617,Solana,347,0x2c624232cdd221771294dfbb310aca000a0df6ac
call_0189,infrastructure,0.2263,Solana,244,0xc6f3ac57944a531490cd39902d0f777715fd005e
call_0190,data,0.2474,Solana,498,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0191,search,0.2837,Solana,502,0x9f14025af0065b30e47e23ebb3b491d39ae8ed17
call_0192,search,0.2309,Solana,745,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0193,reasoning,0.2976,Solana,844,0x31489056e0916d59fe3add79e63f095af3ffb816
call_0194,data,0.258,Solana,626,0x811786ad1ae74adfdd20dd0372abaaebc6246e34
call_0195,data,0.2713,Base,396,0x4b227777d4dd1fc61c6f884f48641d02b4d121d3
call_0196,data,0.2561,Base,420,0x4a44dc15364204a80fe80e9039455cc160828182
call_0197,media,0.2022,Base,1836,0x4a44dc15364204a80fe80e9039455cc160828182
call_0198,search,0.2424,Base,544,0xef2d127de37b942baad06145e54b0c619a1f2232
call_0199,reasoning,0.2398,Base,769,0x7902699be42c8a8e46fbbb4501726517e86b22c5
call_0200,data,0.2659,Solana,424,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
call_0201,reasoning,0.2497,Solana,813,0xb17ef6d19c7a5b1ee83b907c595526dcb1eb06db
call_0202,infrastructure,0.2875,Solana,290,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0203,reasoning,0.2572,Solana,989,0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297
call_0204,social,0.2133,Base,465,0xef2d127de37b942baad06145e54b0c619a1f2232
call_0205,reasoning,0.2422,Solana,965,0x670671cd97404156226e507973f2ab8330d3022c
call_0206,reasoning,0.2116,Solana,886,0x7a61b53701befdae0eeeffaecc73f14e20b537bb
call_0207,search,0.2845,Base,550,0x6b51d431df5d7f141cbececcf79edf3dd861c3b4
call_0208,reasoning,0.2517,Base,710,0x811786ad1ae74adfdd20dd0372abaaebc6246e34
call_0209,data,0.2622,Solana,379,0x7902699be42c8a8e46fbbb4501726517e86b22c5
call_0210,social,0.2092,Base,552,0x44cb730c420480a0477b505ae68af508fb90f96c
call_0211,reasoning,0.2421,Solana,735,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0212,data,0.2914,Solana,408,0x0b918943df0962bc7a1824c0555a389347b4febd
call_0213,data,0.2517,Solana,420,0xef2d127de37b942baad06145e54b0c619a1f2232
call_0214,infrastructure,0.269,Base,366,0xb7a56873cd771f2c446d369b649430b65a756ba2
call_0215,reasoning,0.2735,Solana,943,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0216,media,0.312,Solana,1731,0x4523540f1504cd17100c4835e85b7eefd4991158
call_0217,reasoning,0.1767,Solana,885,0x9400f1b21cb527d7fa3d3eabba93557a18ebe7a2
call_0218,reasoning,0.2619,Base,700,0xc2356069e9d1e79ca924378153cfbbfb4d4416b1
call_0219,data,0.2394,Solana,565,0xe29c9c180c6279b0b02abd6a1801c7c04082cf48
call_0220,reasoning,0.2533,Solana,719,0xd59eced1ded07f84c145592f65bdf854358e009c
call_0221,reasoning,0.2159,Base,809,0xf5ca38f748a1d6eaf726b8a42fb575c3c71f1864
call_0222,reasoning,0.2429,Base,827,0x535fa30d7e25dd8a49f1536779734ec8286108d1
call_0223,infrastructure,0.231,Base,293,0xb17ef6d19c7a5b1ee83b907c595526dcb1eb06db
call_0224,media,0.2855,Base,1779,0xc6f3ac57944a531490cd39902d0f777715fd005e
call_0225,reasoning,0.2684,Base,884,0x1a6562590ef19d1045d06c4055742d38288e9e6d
call_0226,social,0.2303,Base,471,0x535fa30d7e25dd8a49f1536779734ec8286108d1
call_0227,infrastructure,0.312,Base,399,0x811786ad1ae74adfdd20dd0372abaaebc6246e34
call_0228,search,0.2434,Base,622,0x35135aaa6cc23891b40cb3f378c53a17a1127210
call_0229,media,0.2445,Base,1533,0x3fdba35f04dc8c462986c992bcf8755462571130
call_0230,reasoning,0.2668,Solana,795,0x7902699be42c8a8e46fbbb4501726517e86b22c5
call_0231,reasoning,0.2191,Solana,1013,0x31489056e0916d59fe3add79e63f095af3ffb816
call_0232,reasoning,0.2245,Base,846,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0233,reasoning,0.2655,Solana,880,0xaea92132c4cbeb263e6ac2bf6c183b5d81737f17
call_0234,data,0.2036,Solana,396,0x4fc82b26aecb47d2868c4efbe3581732a3e7cbcc
call_0235,reasoning,0.2499,Solana,965,0x5f9c4ab08cac7457e9111a30e4664920607ea2c1
call_0236,media,0.287,Solana,1502,0xf5ca38f748a1d6eaf726b8a42fb575c3c71f1864
call_0237,media,0.2505,Solana,1875,0x4523540f1504cd17100c4835e85b7eefd4991158
call_0238,data,0.2654,Base,426,0x4523540f1504cd17100c4835e85b7eefd4991158
call_0239,reasoning,0.2366,Solana,905,0x31489056e0916d59fe3add79e63f095af3ffb816
call_0240,search,0.2343,Base,620,0x0e17daca5f3e175f448bacace3bc0da47d0655a7
call_0241,data,0.2824,Base,429,0xb17ef6d19c7a5b1ee83b907c595526dcb1eb06db
call_0242,media,0.2646,Solana,2057,0x3fdba35f04dc8c462986c992bcf8755462571130
call_0243,social,0.2194,Base,505,0x535fa30d7e25dd8a49f1536779734ec8286108d1
call_0244,social,0.2375,Base,494,0xd59eced1ded07f84c145592f65bdf854358e009c
call_0245,data,0.215,Base,360,0xd4735e3a265e16eee03f59718b9b5d03019c07d8
call_0246,media,0.2495,Base,2051,0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297
call_0247,reasoning,0.2608,Solana,847,0x6b51d431df5d7f141cbececcf79edf3dd861c3b4
call_0248,reasoning,0.2114,Base,918,0x86e50149658661312a9e0b35558d84f6c6d3da79
call_0249,data,0.2502,Solana,471,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0250,trading,0.2775,Solana,353,0x1a6562590ef19d1045d06c4055742d38288e9e6d
call_0251,trading,0.3272,Base,335,0x4fc82b26aecb47d2868c4efbe3581732a3e7cbcc
call_0252,media,0.2316,Solana,1846,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
call_0253,social,0.2817,Solana,577,0x76a50887d8f1c2e9301755428990ad81479ee21c
call_0254,data,0.2447,Solana,426,0x3d914f9348c9cc0ff8a79716700b9fcd4d2f3e71
call_0255,reasoning,0.241,Base,882,0x5f9c4ab08cac7457e9111a30e4664920607ea2c1
call_0256,reasoning,0.2313,Base,811,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
call_0257,media,0.332,Base,1622,0x4b227777d4dd1fc61c6f884f48641d02b4d121d3
call_0258,social,0.2316,Base,455,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0259,data,0.2783,Solana,424,0x4fc82b26aecb47d2868c4efbe3581732a3e7cbcc
call_0260,search,0.2881,Base,389,0x5f9c4ab08cac7457e9111a30e4664920607ea2c1
call_0261,reasoning,0.2504,Base,922,0x4523540f1504cd17100c4835e85b7eefd4991158
call_0262,reasoning,0.2758,Solana,862,0x19581e27de7ced00ff1ce50b2047e7a567c76b1c
call_0263,reasoning,0.236,Base,923,0x4a44dc15364204a80fe80e9039455cc160828182
call_0264,trading,0.1869,Base,233,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0265,media,0.2611,Solana,1227,0xaea92132c4cbeb263e6ac2bf6c183b5d81737f17
call_0266,social,0.2977,Base,477,0x59e19706d51d39f66711c2653cd7eb1291c94d9b
call_0267,media,0.2032,Base,1617,0x3fdba35f04dc8c462986c992bcf8755462571130
call_0268,social,0.2156,Base,521,0xaea92132c4cbeb263e6ac2bf6c183b5d81737f17
call_0269,data,0.2209,Solana,475,0x44cb730c420480a0477b505ae68af508fb90f96c
call_0270,reasoning,0.2156,Solana,802,0x4b227777d4dd1fc61c6f884f48641d02b4d121d3
call_0271,reasoning,0.2465,Base,1023,0x44cb730c420480a0477b505ae68af508fb90f96c
call_0272,reasoning,0.2983,Base,1075,0x31489056e0916d59fe3add79e63f095af3ffb816
call_0273,media,0.322,Base,1353,0xe7f6c011776e8db7cd330b54174fd76f7d0216b6
call_0274,reasoning,0.2474,Base,761,0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297
call_0275,data,0.2307,Base,568,0x31489056e0916d59fe3add79e63f095af3ffb816
call_0276,reasoning,0.2454,Base,754,0xeb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f
call_0277,reasoning,0.2047,Base,570,0x4a44dc15364204a80fe80e9039455cc160828182
call_0278,search,0.2761,Solana,649,0x44cb730c420480a0477b505ae68af508fb90f96c
call_0279,reasoning,0.2631,Solana,927,0xef2d127de37b942baad06145e54b0c619a1f2232
call_0280,search,0.2246,Solana,503,0x35135aaa6cc23891b40cb3f378c53a17a1127210
call_0281,data,0.1997,Base,425,0xd59eced1ded07f84c145592f65bdf854358e009c
call_0282,reasoning,0.2643,Base,914,0x624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4
call_0283,social,0.208,Base,644,0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297
call_0284,media,0.2556,Base,1143,0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297
call_0285,data,0.2713,Base,518,0xe629fa6598d732768f7c726b4b621285f9c3b853
call_0286,data,0.2362,Base,470,0xc6f3ac57944a531490cd39902d0f777715fd005e
call_0287,reasoning,0.2379,Base,959,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0288,media,0.2683,Solana,1617,0x4fc82b26aecb47d2868c4efbe3581732a3e7cbcc
call_0289,infrastructure,0.2789,Base,366,0xc6f3ac57944a531490cd39902d0f777715fd005e
call_0290,data,0.2582,Base,379,0x98010bd9270f9b100b6214a21754fd33bdc8d41b
call_0291,reasoning,0.2905,Base,883,0x4523540f1504cd17100c4835e85b7eefd4991158
